Park_nm,Topic,Count,Name,Representation,Representative_Docs,sentiment_label,sentiment_score
용산_효창공원,1,64,1_나무_김구_기념관_효창,"['나무', '김구', '기념관', '효창', '선생', '오래', '역사', '시설', '백범', '느낌']","['숲도 좋고 운동하기좋은곳 역사가 있고(윤봉길) 김구선생님 기념관도 있고', '도심속의 작은 공원이지만 오래된 나무로 이루어진 울창한 숲과 연못이 있어 산책하며 휴식을 취하기에 좋은 장소이다 공원안에 백범기념관과 여러 독립운동가(이봉창,김구,차리석,김동녕 등등) 분들의 묘소가 있어 역사적으로도 중요한 곳이다 35종 이상의 운동기구들도 있어 지역두민들의 체력단련을 위한 공간으로도 유용하다', '공원 내에 김구 선생님 기념관도 있으니 같이 보면 더 좋을듯 하다 공원으로서도 좋지만 의미를 생각하며 다니는것이 더 좋을듯 하다 많은 공원중에 하나로 볼 수도 있지만 독립운동가들의 묘소(무덤)가 있는 장소다']",긍정,0.5985565781593323
용산_효창공원,2,43,2_역사_심속_의미_오래,"['역사', '심속', '의미', '오래', '여유', '휴식', '집기', '벌레', '최적', '청파동']","['걷기와 휴식 역사가 있는 편안한 공원', '역사적 의미가 있는 공원', '여름철 벌레 채집기 운영하는 공원']",긍정,0.9711437821388245
용산_효창공원,4,16,4_방문_아름답_시내_최고,"['방문', '아름답', '시내', '최고', '한국', '조성', '괜찮', '추가', '완벽', '다시금']","['아름답고 잘 관리된 공원 그런데 제가 서울에서 방문한 모든 공원은 완벽하게 관리되어 있습니다', '여러 산책로와 운동 공간이 있는 아담하고 예쁜 공원입니다 서울에 오래 머물지 않는다면 꼭 가봐야 할 곳 목록에 꼭 추가하지는 않겠지만, 근처에 사신다면 꼭 시간을 내서 방문해 보세요 도시에서 잠시 벗어나 휴식을 취하고 싶다면 좋은 곳입니다', '서울에서 손꼽히는 지역민들의 공원 도심 속에 이런 숲이 조성되어 있다는 건 용산 최고의 축복 그러면서도 이 공원에 조성된 순국선열들의 정신을 다시금 뒤돌아보자']",긍정,0.6162185668945312
종로_낙산공원,0,581,0_올라가_데이트_사람_예쁘,"['올라가', '데이트', '사람', '예쁘', '경치', '힘들', '주차', '화장실', '도심', '저녁']","['정상에 올라가면 나름 운치있고 성곽도 있고ㅎㅎ 예쁨^^ 사진찍기좋음ㅎㅎ 데이트 코스로도 좋음 주차장도 있고 운동삼아 올라가기 좋음', '올라가는데 힘들지만 경치가 좋습니다', '올라가긴힘들었지만 경치가 너무 이뻤어요']",긍정,0.8242989778518677
종로_낙산공원,1,180,1_카페_도심_올라가_주차장,"['카페', '도심', '올라가', '주차장', '경치', '대학', '바라보', '공간', '남산', '운동']","['걸어서 성곽길을 걷다보면 아름다운 카페들도 나오고 운치있는곳들이 너무많은곳 연인들 친구들 산책하면 딱좋을 공간이다~ 낙산공원 20대때부터 야경이 보고 싶으면올라가는 낙산공원 성곽으로 보이는 야경은 남산 못지않는 아름다운 뷰를 자랑하는곳이다', '도심에서 바로 인접한 자연을 품은 역사문화공원 대학로 마로니에공원에서 바로 이어지는 코스 올라가는 길에 다양한 맛집과 개성적인 공간을 가진 카페 즐비 공원주차장입구에는 옥상테라스에서 도심전경을 감상할 수 있는 카페와 재즈카페도 있어 젊은이들 및 중장년층에게도 인기있는 명소 지역주민들의 건강유지를 위한 산책코스의 기능까지 갖추었으며 성곽을 따라 아래 동대문방향과 성북까지도 이어진다 (안내표지있음) 사진은 여름밤야경으로 겨울의 낙산공원전망은 또 어떨지 궁금하다 지하철, 버스로 혜화역2번출구 및 마로니에공원하차 후 아르코예술극장 뒷편으로 올라갈 수 있다', '걷기도 좋고 경치도 좋고, 약간의 음식점과 카페도 있습니다 서울 도심의 모습을 내려다볼 수 있는 완만한 경사의 성벽 공원입니다']",긍정,0.9423468708992004
종로_낙산공원,2,23,2_종로_출구_거리_둘레길,"['종로', '출구', '거리', '둘레길', '바라보', '올라오', '저녁', '종종', '동부', '인증']","['동묘역 10번출구에서 종로03마을버스타면 숨안차고 오를수 있는 낙산공원^^ 사계절 낮과밤 언제나 아름다운 그곳', 'DDP, 두산타워 ~ 동대문 ~ 낙산공원 ~ 한성대입구 ~ 성북천 ~ 고려대 코스를 추천한다 데이트코스로도 유명한 곳답게, 야경이 상당하다 북쪽을 바라보고 서면 좌측에는 광화문-종로-을지로의 고층 오피스들이, 우측은 한양도성이 아름답게 조화되어 보인다', '걷기 좋은 서울명소로 꼽히는 낙산공원 서울성곽길 지하철 4호선 혜화역 1번출구로 나와서 마로니에 공원을 가로질러 이화벽화마을쪽으로 올라오면 낙산공원 이정표가 보입니다 그 언덕길로 쭉 올라오면 서울시내가 한눈에 내려다보이는 낙산공원서울성곽길이 나옵니다 그 성곽길을 따라 쭉 걷다보면 예전에 이대부속병원이 있었던 동대문이 내려다보이는 곳까지 걸을 수 있습니다 가볍게 산보하듯 서울시내를 내려다 볼 수 있는 서울성곽길 꼭 한번 걸어보시면 좋을거예요']",긍정,0.8143057227134705
종로_낙산공원,3,20,3_전망대_언덕_혜화문_대학,"['전망대', '언덕', '혜화문', '대학', '벽화', '정상', '성지', '성북', '순성', '남산']","['이화동벽화마을과 같이 있어 좋음 남산과 북한산이 보이는 전망대', '주로 산책길 + 운동기구, 전망대, 성곽, 공연장 전망대는 전망범위가 그리 넓진않음(산이 얕아서) 대학로에서 가까운 얕은 산(언덕) 위 공원', '4호선 동대문역 역사 내 화장실을 이용하거나 낙산공원 전망대까지 10분-15분 정도 걸어서 올라가야 한다 전반적으로 오르기 쉬운 언덕같은 느낌이지만 드문드문 경사가 조금 가파른 구간이 있습니다 산책로를 따라 걸으며 동대문과 DDP, 두타(DOOTA)및 남산타워 건물 등을 내려다 볼 수 있습니다']",중립,0.6447203755378723
마포_경의선숲길공원,2,63,2_아름답_예쁘_낭만_가볍,"['아름답', '예쁘', '낭만', '가볍', '도시', '사진', '기분', '다니', '코스', '발전']","['아름답고 상쾌한 곳', '아름답고 낭만이 있는곳', '도시 한가운데서 산책하고 휴식을 취하기에 너무 아름답고 기분 좋은 곳이에요']",긍정,0.9890853762626648
마포_경의선숲길공원,3,42,3_아침_장소_데이트_산책로,"['아침', '장소', '데이트', '산책로', '날씨', '친구', '코스', '일찍', '일어나', '최적']","['날씨좋을때 데이트하기 좋은곳', '산책하고 데이트하기 좋은 장소', '데이트하기 좋은 장소']",긍정,0.9866226315498352
마포_경의선숲길공원,4,34,4_숲길_쓰레기_연남동_주민,"['숲길', '쓰레기', '연남동', '주민', '경의선', '사람', '겨울', '화장실', '지역', '도시']","['경의선 숲길 산책하기 좋습니다 경의선 산책할 때 화장실가기는 힘듭니다 주변거주하시는 분들도 두루두루 산책하기 좋은 거 같아요', '연남동 뒷길을 숲길로 만들어 다양한 상권이 형성될 수 있도록 한 점은 좋았습니다 하지만 무분별하게 버려지는 쓰레기와 담배꽁초들, 연남동 고유의 특색을 가진 상권들의 몰락, 천편일률적인 상점들로 인해 연남동이 가진 개성들이 사라져버린 점은 매우 아쉽습니다', '한 동안 저녁에 술 판이 벌여지고 버스킹에 동네 주민으로써 너무 불편했지만 사람들이 몰이기 전 시간에 가면 너무 평화로운 경의선 숲길 이다 토박이기도 하지만 내가 이곳을 좋아하는 이유이기로 하다~^^ 연트럴파크란 촌스러운 이름 말고 경의선숲길 이라 불리길^^ 개인적으로 이상한 연트럴 파크가 아닌 경의선숲길 이라는 이쁜 공원 명칭으로 불렸으면 하는 바램입니다']",중립,0.6999222040176392
마포_경의선숲길공원,6,32,6_반려_강아지_동반_동물,"['반려', '강아지', '동반', '동물', '환경', '사람', '피크닉', '잔디밭', '애완', '구역']","['주말 방문에 좋은 곳 놀이터 아래를 참조하세요 반려견 동반 환경 여기 있는 모든 사람들은 머리가 완벽하게 다듬어진 애완동물과 하루 종일 뽐내고 있습니다 피크닉 구역 사람들이 음식과 음료를 사서 새벽 3시까지 잔디밭에 앉아 쉬는 모습을 볼 수 있어요 좋은 일이든 나쁜 일이든 여기서는 이런 일들이 일어나고 있어요', '반려견 동반 환경 많은 사람들이 개를 데리고 나갑니다 흥미롭게도 거리에서 난장판을 본 적이 없습니다', '홍대 한복판에서 산책하기, 반려동물과 함께 걷기, 혹은 아이들과 함께 걷기에 가장 좋은 곳일 거예요 반려견 동반 환경 개들이 너무 많아요 여기는 개 사교 시간이에요 하하']",긍정,0.7385339736938477
마포_경의선숲길공원,7,22,7_도시_한가운데_도심_휴식,"['도시', '한가운데', '도심', '휴식', '생각', '활용', '지구', '정원', '선형', '공간']","['도시 내의 작은 공원', '도시 한가운데에 있는 멋진 공원', '번화한 도시 한가운데에 있는 아름다운 공원']",긍정,0.9799293875694275
마포_경의선숲길공원,8,15,8_최고_저녁_아래_고요,"['최고', '저녁', '아래', '고요', '한복판', '이전', '아마도', '산책로', '시설', '그다지']","['서울 하늘 아래 이렇게 여유로운 곳이 있는 줄 오늘 처음 알았다', '겨울 저녁에 산책했는데, 저녁 불빛이 비치는 매우 아름답고 고요한 곳이었습니다 :) 아마도 서울에서 했던 가장 아름다운 산책이었을 겁니다', '서울의 부동산을 생각해보면 당연히 필요한 시설이면서도 이런 산책로를 구축해 놓기 어렵다는 사실을 깨닫게 할 만큼 긴 산책 공간']",긍정,0.8944670557975769
마포_경의선숲길공원,10,14,10_철도_오래_현대_철길,"['철도', '오래', '현대', '철길', '선로', '도시', '자연', '개조', '나무', '모습']","['많은 나무, 관목, 물, 앉을 수 있는 장소가 많고 나무 그늘이 있는 산책로로 개조된 오래된 철도 서울 도심 속에서 걷고, 앉아서 자연을 즐기기에 안성맞춤 자연과 어우러진 도시경관이 아주 좋은 맛으로 어우러져 있습니다', '놀이터 아니요, 공원에는 놀이터가 없습니다 이 철도를 현대적 맥락에서 재정의하기 위해 마포구는 이 철도를 뉴욕의 센트럴파크와 유사한 현대적인 공원으로 개조했습니다 이 공원은 조선과 중국의 북쪽 경계 도시인 의주와 서울 사이의 철도로 사용되었습니다', '경의선 대로는 경의선 철도가 지하화되면서 조성되었으며, 폐선로를 휴식과 산책을 즐길 수 있는 녹지공원으로 재탄생시켰습니다 이곳에 오면 화목하게 산책하는 가족, 함께 시간을 보내는 친구들, 함께 시간을 보내는 커플의 모습을 볼 수 있습니다 새로운 모습의 도시 여가공간은 편리한 교통은 물론, 다양한 녹지공간 자원이 집약되어 있어 자연과 생동감 너무치는 도시문화를 동시에 느낄 수 있습니다']",긍정,0.9807940721511841
마포_경의선숲길공원,11,12,11_벚꽃_구간_가좌역_나무,"['벚꽃', '구간', '가좌역', '나무', '새롭', '공덕역', '특히', '숲길', '아름답', '경의선']","['옛날 철길이 숲길로 새롭게 탄생한이곳 효창공원역에서 가좌역까지 산보하기 너무 좋아요 각종 조형물도 훌륭하고 다양한 볼거리(책거리, 수변공원, 정자, 간이역, 조형물 등)가 많이 조성되어 멋진곳입니다 봄에 벚꽃이 만발할 때면 또다른 장관을 연출합니다', '벚꽃이 벌써 피었어요, 산책하기 좋아요', '봄에는 아름다운 벚꽃을 보기에 딱 좋아요']",긍정,0.983153760433197
강서_서울식물원,0,1100,0_대기_예약_방문일_사람,"['대기', '예약', '방문일', '사람', '생각', '권장', '주차장', '호수', '예쁘', '공간']","['방문일 평일 대기 시간 대기 시간 없음 예약 권장 아니요', '약간 습하고 더웠지만 좋은 생육환경을 위한 장치라고 생각하니 이해할 만 했음 대단하다고 느낄 정도는 아니었지만 관리가 잘 된 상태라고 느껴졌음 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '12시 너무어서 가면 주차장 대기중이 매우 길어요 방문일 공휴일 대기 시간 대기 시간 없음 예약 권장 아니요']",중립,0.6024714708328247
강서_서울식물원,1,88,1_주제_공간_구역_방문,"['주제', '공간', '구역', '방문', '도심', '나무', '여유', '가을', '주변', '사람']","['서울식물원은 도심에서 자연의 여유를 느낄 수 있는 완벽한 장소입니다 가족,친구,연인과 함께 방문해도 좋고, 혼자서도 충분히 힐링할 수 있는 곳이라 강력 추천합니다 온실정원, 야외정원, 호수공원 모두 각각의 구역마다 다양한 볼거리가 많았습니다 특히 다양한 식물들을 한눈에 볼 수 있어서 좋았어요', '그중 온실은 식물원을 대표할만한 공간으로 지중해관과 열대관 두곳으로 되어있고 1층과 4층에는 판매시설과 카페가 있다 넓은 호수공원과 잔디마당 한옥건물이 있어 전체면적은 워낙 넓어 서울숲과 같은 시민공원으로 봐도 위화감은 없다 2015년 공사가 시작하여 2019년 5월1일 개원한 축구장 70개 넓이의 15만평 규모로 주제정원 온실과 열린숲, 습지원등으로 4개구역으로 구성된 영국 에덴프로젝트와 싱가포르 보타닉 가든을 벤치마킹한 식물원이다', '서울식물원 넓게 조성한 공원에 나무들이 잘 자라고 있어 2~3년 후면 아주 좋은 휴식 공간이 될 것이라 생각됩니다 열대관이며 지중해관에도 주제별로 잘 꾸며놔 보기 좋았습니다 호숫가 주변에도 더 많은 나무들이 심어졌으면 좋겠어요']",긍정,0.9597482085227966
관악_서울대공원,0,184,0_대기_방문일_예약_주말,"['대기', '방문일', '예약', '주말', '가족', '장소', '단풍', '대공원', '권장', '날씨']","['매우 좋아요 방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '방문일 주말 대기 시간 대기 시간 없음 예약 권장 아니요', '방문일 주말 대기 시간 대기 시간 없음 예약 권장 예']",긍정,0.9824315905570984
관악_서울대공원,9,26,9_귀엽_붐비_시설_둘러보,"['귀엽', '붐비', '시설', '둘러보', '편의', '편하', '자연', '대화', '원도', '대공원']","['롯*, 에* 보다 상대적으로 덜붐비고 동물원도 야외에있어서 애기데리고가기 좋아요', '동물도 귀엽고 놀기 편하다', '오랜만에 대공원 사람많았는데 동물들은 귀엽고 좋았다']",긍정,0.974702000617981
관악_서울대공원,12,19,12_나무_그늘_힐링_가을,"['나무', '그늘', '힐링', '가을', '도심', '자연', '단풍', '공기', '주변', '장소']","['봄여름가을겨울중 가을이 제일 좋은것 같아요 맑은 하늘 선선한 날씨 오색단풍', '5km, 길 양쪽 나무들이 그늘을 만들어주어 걷기도 기분좋고, 싱그러운 초록의 터널, 상쾌한 공기가 참 좋아요', '산밑이라서 나무도 많고 공기가 깨끗해요 나무그늘아래 누워 쉬기 참 좋아요']",긍정,0.9818432927131653
관악_서울대공원,13,19,13_저수지_접근성_위치_욕장,"['저수지', '접근성', '위치', '욕장', '산림', '호수', '서울대', '과천', '공간', '햇살']","['여유롭게 걸을수있는길 풍경이있는곳 호수 나무 숲길 이있는 풍경 이 아름다운서울대공원 대공원숲속저수지', '특히 산림욕장은 숲이 우거진 푸른 숲길이라 산림욕 하면서 걷기 좋은데 북문입구 들어가 전망대 지나 남미관샛길로 내려왔어요 서울대공원의 호수둘레길, 동물원둘레길, 그리고 산림욕장(등산) 모두모두 걷기좋은 길입니다', '조절저수지의 정자에서 햇살을 받으며 걸어서 내려오면 양 옆에 거대한 가로수나무들 아래 아스팔트 산책길 위에서 조용하게 들려오는 음악소리에 취해서 걷는 길은 오랫동안 기억에 남을 겁니다 과천에 있는 서울 대공원 산림욕장을 5~6km 걷고 조절저수지쪽으로 내려오는 길은 이제 오르막 길은 다 끝나고 내려가는 길만 남은 안도감에 매번 기분이 상쾌해지는 곳입니다 이제 막 피기 시작하는 산수유, 개나리, 진달래 꽃봉우리가 이른봄의 따스한 햇살에 반짝이고, 화창한 날씨에 더해서 미세먼지는 예보하고 다르게 좋음 수준으로 파란 하늘과 먼산 봉우리와 능선의 경계선이 선명하게 보일정도로 미세먼지가 없는 최고 날씨였습니다']",긍정,0.9409521222114563
관악_서울대공원,14,18,14_비오_느낌_여유_단풍,"['비오', '느낌', '여유', '단풍', '운동', '코스', '평일', '날씨', '평화', '서운']","['가을하늘과 함께 여유로운 단풍속을 거닙니다 대공원의 가을이 너무예쁘네요 전철로 내려서 갈수 있으니 너무좋아요', '많이 걸어도 쉽게 벤취에 쉴 수 있는 단풍이 시작되었네요 휴일이 아니다보니 더 여유로운 느낌', '가볍게 운동삼아 마음에 여유를 갖고 걷는다면 주변 풍경이 아름답게 느껴질 것이다 코로나의 여파로 실내 코스는 전부 OFF']",긍정,0.8775774240493774
관악_서울대공원,17,14,17_벚꽃_향기_한창_아름답,"['벚꽃', '향기', '한창', '아름답', '장미', '풍경', '사진', '이어', '쏟아지', '머리']","['4월 5일 방문> 벚꽃이 활짝 만개해서 공원을 한바퀴 도는 내내 눈이 즐거웠다 내년 봄에도 벚꽃 필 때 생각날 곳이 될 것 같다', '4월 중순에 방문하면 멋진 벚꽃을 볼 수 있어요', '요즘 대공원에 제일 아름다운 풍경은 일반 벚꽃보다 보름정도 늦게피는 왕벚꽃이다 1907년에 다케신부가 제주도에 자생한 나무를 처음 발견했고 그후 한일간에 최초 왕벚꽃이라 서로 자랑했는데 그후 결국 서로 다른 종이라 판별이 났다고 한다 약 백그루가 정문에 들어서면 줄을 이어 한창 황홀한 자태를 보이고 있다']",긍정,0.8422896862030029
관악_서울대공원,18,13,18_가을_예쁘_정원_기간,"['가을', '예쁘', '정원', '기간', '안서', '물들', '봄철', '정취', '꽃구경', '사회']","['가을풍경 동물들 너무 예쁘요', '김밥들고 편안하게 가을정취 느끼러 가기 좋은 곳', '가을 단풍이 예쁘게 물들었어요']",긍정,0.9778802394866943
관악_서울대공원,19,11,19_아침_시설_컵라면_국내,"['아침', '시설', '컵라면', '국내', '부근', '평지', '악어', '아동', '포함', '테마파크']","['아침 개장시간에 가면 아침먹는 동물들 구경할수 있어요', '타 테마파크보다는 미취학아동이 이용할 놀이기구가 더 많은거 같고 평지이고 넓고 편하고 좋네', '음식값 국내최고 도시락 싸서 가세요 컵라면 400 핫도그400등등']",긍정,0.9708573818206787
강서_방화근린공원,0,39,0_근린공원_휴식_방화동_동네,"['근린공원', '휴식', '방화동', '동네', '방화역', '분위기', '주변', '등산', '공기', '느낌']","['방화동근린공원 산책하기 좋고 운동하기도 좋은 공원 개화산 밑자락에 위치하고 딨고 산림속에있는 공원', '시민들의 휴식터 방화근린공원', '근린공원 가까이는 한강공원이 있고 주변에는 개화산과 강서둘레길이 있어서, 한적한 분위기와 고즈넉한 분위기를 좋아하신다면 괜찮을 것 같습니다 방화역 주변의 방화동 주민들의 휴식과 놀이와 힐링 공간으로 활용되고 있는 방화근린공원입니다']",긍정,0.8958166241645813
강서_방화근린공원,1,30,1_부담없이_조성_마음_공기,"['부담없이', '조성', '마음', '공기', '생각', '방화동', '도심', '스케이트', '카페', '맨발']","['공기좋고 여기를오면 마음이편해요', '둘레길이 조성 되어있어 산책 하기에 좋고 공기도좋아요~', '부담없이 다닐 수 있는 둘레길 조성도 잘되어 있습니다']",긍정,0.9918111562728882
강서_방화근린공원,3,24,3_벚꽃_이용_장소_주변,"['벚꽃', '이용', '장소', '주변', '체험', '광장', '연결', '가을', '인라인', '사람']","['광장도 있어서 아이들이 뛰어 놀기 좋아요 벚꽃이 예쁘게 피어서 방문했어요 개화산과 연결되어 있고 산책로도 잘 되어 있어요', '농구대와 배드민턴,족구장,야외공연무대와 아이들 자전거나 킥보드를 탈 수있는 원형운동장과 연못 주변 정자 등 수로시설과 체력단련기구도 곳곳에 있어 남녀노소 구분없이 이용할 수 있습니다 공원 안에 천문과학관이 5월중 개관예정입니다 도시와 산의 경계에 위치한 근린공원으로 많은 시민이 이용하는 쾌적한 공간 입니다', '가을에는 더욱더 아름다운 풍경을 즐길수 있습니다 피크닉 구역 가족단위 이용 하며, 나름 지역에서 유명해서 길거리 노상주차 길이가 벗꽃 시즌에는 엄청납니다 정상에 군부대가 있으나 일반인에게 부담이 없으며 정상 부근에서 한강을 바라보고 바로 아래 천년 사찰에서 고즈넉한 분위기를 즐기신후 하산하여 각종 카페와 식당등을 이용 하셔도 좋으며 방화근린공원과 연결되어 있기에 봄 다세대등등 주택 생활자들의 맑은 공기를 책임지는 곳으로서 정상까지 자동차로 올라갈수도 있고, 자전거 혹은 도보로 이용 하며 여러 둘레길이 있기에 자연과 어울리며 요즘은 도보자들을 위해서 데크작업을 하고 있답니다~']",긍정,0.9772118330001831
강서_방화근린공원,4,21,4_반려_동반_환경_만들,"['반려', '동반', '환경', '만들', '트랙', '계절', '주변', '예쁘', '자전거', '사람']","['지금은 무지개 다리를 건넌 슈나우저가 좋아하던 산책 코스였습니다 반려견 동반 환경 개 줄만 확실히 단속하면서 산책하면 뭐라고 하는 사람이 없음', '반려견 동반 환경 많이들 반려동물 데려옵니다', '강아지 천국 반려견 동반 환경 아가들이 좋아합니다']",긍정,0.9310073256492615
강서_방화근린공원,5,16,5_조깅_가볍_여가_아침,"['조깅', '가볍', '여가', '아침', '경관', '만족', '단련', '연계', '자주', '조성']","['쉬고 산책하고 조깅하고 낮은 산도있고 매우 좋은 휴식처입니다', '주변에 살아 종종 운동하러가는데 조깅하기 좋습니다', '시설좋고 자연경관과 편의시설 산행 연계등 만족도 최고']",긍정,0.9925756454467773
중구_서울로7017,1,91,1_심속_화장실_산책로_기차,"['심속', '화장실', '산책로', '기차', '노숙', '가볍', '예쁘', '기다리', '점점', '관리']","['기차 기다리는동안 산책하기 좋아요', '밤 기차 기다리는 시간에 내려가볼만함', '화장실 가는 길 중간 중간에 무료 화장실 안내가 되어있음 건물안 화장실인데 자유롭게 사용 가능 Free bathroom in the middle of the street']",긍정,0.9391127824783325
중구_서울로7017,2,77,2_나무_식물_관리_정원,"['나무', '식물', '관리', '정원', '생각', '여름', '자라', '느낌', '마음', '장소']","['차가 다녔던 옛 고가다리를 나무들을 조성해 여유롭게 걸으며 지나다닐수 있다 한여름이었던 지금은 아직 나무들이 다 자라지 않아 마치 커다란 화분을 군데군데 놓여져 있는듯한 느낌이었지만 나무들이 크게 자라 숲을 형성해 준다면 한여름 뙤약볕은 피할수 있을듯해 걷기가 훨씬 좋을듯 하다', '하지만 높은지대는 볼 나무도 많고 뷰도 좋음', '나무가 좀 더 무성했으면 좋겠네요']",중립,0.7896884679794312
중구_서울로7017,3,70,3_서울역_야경_바라보_코스,"['서울역', '야경', '바라보', '코스', '도로', '산책로', '빌딩', '고가', '남대문', '위치']","['서울야경을 보면서 산책하기 좋은 곳으로 세종대로, 대우빌딩, 서울역 등 수 많은 불빛들로 아름다운 서울 야경을 감상 할 수 있습니다 데이트 코스로 추천드립니다', '서울로 위에서 바라보는 서울역의 야경이 아름답고 저녁 산책으로 좋음', '서울역 앞 산책하기 너무 좋은곳']",긍정,0.988645076751709
